Id,name,location,time,cost,services
d18d911a-d3b8-4fa3-a32e-a219dd58d773,Tour 2N1Đ Quy Nhơn mạo hiểm,Quy Nhơn,2N1Đ,5059000,"Buffet sáng, Bảo hiểm du lịch, Hướng dẫn viên, Kayak/đi thuyền, Khách sạn 4*, Vé máy bay khứ hồi, Xe đón tiễn sân bay, Ăn sáng hàng ngày"
37f454c8-708b-459f-9a40-ef717ef0a8ae,Tour 6N5Đ Huế ẩm thực,Huế,6N5Đ,7741000,"1 bữa hải sản, Bảo hiểm du lịch, Kayak/đi thuyền, Miễn phí xe đạp, Nước suối mỗi ngày, Vé máy bay khứ hồi, Vé tham quan, Xe đón tiễn sân bay"
c9eb2d25-55f6-44cb-aef5-f7b09d0c6ab2,Tour 6N5Đ Mộc Châu nghỉ dưỡng,Mộc Châu,6N5Đ,5263000,"1 bữa hải sản, Buffet sáng, Bảo hiểm du lịch, Hướng dẫn viên, Kayak/đi thuyền, Khách sạn 4*, Vé tham quan, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày"
b0e1d751-5e4d-42b5-82ea-2c7360b39cf2,Tour 5N4Đ Huế núi rừng,Huế,5N4Đ,5498000,"1 bữa hải sản, Buffet sáng, Khách sạn 3*, Nước suối mỗi ngày, Vé máy bay khứ hồi, Xe đón tiễn sân bay, Ăn sáng hàng ngày"
3c49d62c-2e92-42c4-b880-53ed2f432319,Tour 4N3Đ Quảng Bình văn hoá - lịch sử,Quảng Bình,4N3Đ,4376000,"1 bữa hải sản, Buffet sáng, Hướng dẫn viên, Nước suối mỗi ngày, Spa 30 phút, Vé tham quan, Xe du lịch, Ăn sáng hàng ngày"
ee6a972a-5ed2-4c2f-8cff-c9a9c0e7adaf,Tour 5N4Đ Hà Giang mạo hiểm,Hà Giang,5N4Đ,6067000,"1 bữa hải sản, Hướng dẫn viên, Khách sạn 3*, Nước suối mỗi ngày, Vé tham quan, Xe du lịch, Ảnh kỷ niệm"
620f7e10-69ba-44c7-89d4-c468177d2353,Tour 3N2Đ Buôn Ma Thuột núi rừng,Buôn Ma Thuột,3N2Đ,3315000,"Hướng dẫn viên, Kayak/đi thuyền, Khách sạn 3*, Khách sạn 4*, Nước suối mỗi ngày, Vé máy bay khứ hồi, Vé tham quan, Xe đón tiễn sân bay, Ăn sáng hàng ngày"
d4a6f34b-bedf-400e-8054-7161bc3951ca,Tour 5N4Đ Cao Bằng biển đảo,Cao Bằng,5N4Đ,5497000,"1 bữa hải sản, Bảo hiểm du lịch, Hướng dẫn viên, Kayak/đi thuyền, Khách sạn 3*, Spa 30 phút, Xe du lịch, Xe đưa đón"
0b69537c-7603-4a74-bfc1-c2b7184e7005,Tour 4N3Đ Hà Nội gia đình,Hà Nội,4N3Đ,3688000,"1 bữa hải sản, Bảo hiểm du lịch, Hướng dẫn viên, Kayak/đi thuyền, Khách sạn 3*, Nước suối mỗi ngày, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày, Ảnh kỷ niệm"
1091a251-08a0-496f-98ea-771b5a1b3d48,Tour 2N1Đ Châu Đốc ẩm thực,Châu Đốc,2N1Đ,2173000,"Buffet sáng, Bảo hiểm du lịch, Hướng dẫn viên, Kayak/đi thuyền, Khách sạn 3*, Nước suối mỗi ngày, Spa 30 phút, Vé tham quan, Xe du lịch, Ăn sáng hàng ngày"
ff8b711c-d36b-43c2-9e17-93c7e64abab4,Tour 5N4Đ Pleiku honeymoon,Pleiku,5N4Đ,4955000,"Bảo hiểm du lịch, Hướng dẫn viên, Khách sạn 4*, Miễn phí xe đạp, Vé máy bay khứ hồi, Vé tham quan, Xe đón tiễn sân bay"
34412822-44b5-4d6d-9bd9-d064b7c4eb91,Tour 3N2Đ Buôn Ma Thuột văn hoá - lịch sử,Buôn Ma Thuột,3N2Đ,3564000,"Khách sạn 3*, Khách sạn 4*, Miễn phí xe đạp, Nước suối mỗi ngày, Vé máy bay khứ hồi, Vé tham quan, Xe đón tiễn sân bay, Ăn sáng hàng ngày"
a071e966-f88f-4d1f-9ff6-0549487df5ce,Tour 5N4Đ Hội An gia đình,Hội An,5N4Đ,7269000,"1 bữa hải sản, Hướng dẫn viên, Nước suối mỗi ngày, Vé tham quan, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày"
b851befd-b3b3-454f-a5f0-45d83df32ac7,Tour 6N5Đ Nha Trang biển đảo,Nha Trang,6N5Đ,8359000,"Buffet sáng, Hướng dẫn viên, Khách sạn 3*, Miễn phí xe đạp, Nước suối mỗi ngày, Spa 30 phút, Vé máy bay khứ hồi, Vé tham quan, Xe đón tiễn sân bay, Ăn sáng hàng ngày"
3ac57c1a-3c1c-4ed2-83c6-7b824b6d69de,Tour 3N2Đ Nha Trang văn hoá - lịch sử,Nha Trang,3N2Đ,6842000,"Buffet sáng, Hướng dẫn viên, Kayak/đi thuyền, Khách sạn 3*, Khách sạn 4*, Miễn phí xe đạp, Vé máy bay khứ hồi, Vé tham quan, Xe đón tiễn sân bay, Ăn sáng hàng ngày"
b928820a-eb7e-4d1a-b9a4-40e7cd160b20,Tour 5N4Đ Sapa biển đảo,Sapa,5N4Đ,3788000,"Buffet sáng, Bảo hiểm du lịch, Hướng dẫn viên, Kayak/đi thuyền, Khách sạn 4*, Nước suối mỗi ngày, Vé tham quan, Xe du lịch"
e85bb3b3-6391-49ed-86c7-da206a6fd698,Tour 5N4Đ Lạng Sơn gia đình,Lạng Sơn,5N4Đ,3817000,"Buffet sáng, Khách sạn 3*, Nước suối mỗi ngày, Vé tham quan, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày, Ảnh kỷ niệm"
c757686e-b310-4e38-8ce3-2677c82db054,Tour 2N1Đ Tam Đảo ẩm thực,Tam Đảo,2N1Đ,3216000,"1 bữa hải sản, Bảo hiểm du lịch, Hướng dẫn viên, Kayak/đi thuyền, Khách sạn 4*, Vé tham quan, Xe du lịch, Ăn sáng hàng ngày, Ảnh kỷ niệm"
607ce068-e064-4c9d-9a48-bd38a8de9bd7,Tour 5N4Đ Mộc Châu mạo hiểm,Mộc Châu,5N4Đ,5550000,"Buffet sáng, Bảo hiểm du lịch, Khách sạn 3*, Khách sạn 4*, Nước suối mỗi ngày, Xe du lịch, Xe đưa đón"
c49a3e10-46aa-4044-b4d1-ccf959a665f5,Tour 3N2Đ Pleiku honeymoon,Pleiku,3N2Đ,3623000,"Buffet sáng, Bảo hiểm du lịch, Hướng dẫn viên, Khách sạn 3*, Khách sạn 4*, Nước suối mỗi ngày, Spa 30 phút, Vé máy bay khứ hồi, Xe đón tiễn sân bay, Ảnh kỷ niệm"
edf96e9d-4082-425d-82ee-844fb07f4dd0,Tour 4N3Đ Phú Yên gia đình,Phú Yên,4N3Đ,7801000,"Buffet sáng, Bảo hiểm du lịch, Hướng dẫn viên, Khách sạn 4*, Miễn phí xe đạp, Nước suối mỗi ngày, Vé máy bay khứ hồi, Xe đón tiễn sân bay, Ăn sáng hàng ngày"
45c75b05-a9ac-4aa4-bb49-76a978f279bf,Tour 2N1Đ Sóc Trăng gia đình,Sóc Trăng,2N1Đ,1816000,"1 bữa hải sản, Buffet sáng, Bảo hiểm du lịch, Hướng dẫn viên, Khách sạn 3*, Nước suối mỗi ngày, Xe du lịch"
78bbc315-c214-4aca-8e60-3cddbc73f235,Tour 6N5Đ Cao Bằng honeymoon,Cao Bằng,6N5Đ,6283000,"Bảo hiểm du lịch, Hướng dẫn viên, Kayak/đi thuyền, Khách sạn 4*, Miễn phí xe đạp, Vé tham quan, Xe du lịch, Xe đưa đón"
ab120deb-0c89-47fe-a9fe-2d1d63941604,Tour 4N3Đ Trà Vinh núi rừng,Trà Vinh,4N3Đ,3022000,"Buffet sáng, Hướng dẫn viên, Khách sạn 3*, Khách sạn 4*, Nước suối mỗi ngày, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày"
37696176-a926-4a6b-b5da-afaace96a627,Tour 4N3Đ Sapa mạo hiểm,Sapa,4N3Đ,5721000,"Hướng dẫn viên, Khách sạn 3*, Nước suối mỗi ngày, Spa 30 phút, Xe du lịch, Xe đưa đón"
57a6287d-253b-4701-bb6a-44c4e3bfc0a3,Tour 3N2Đ Phú Yên gia đình,Phú Yên,3N2Đ,3597000,"Bảo hiểm du lịch, Hướng dẫn viên, Kayak/đi thuyền, Khách sạn 4*, Nước suối mỗi ngày, Vé máy bay khứ hồi, Vé tham quan, Xe đón tiễn sân bay, Ăn sáng hàng ngày"
75ced2f5-92b6-4185-a16f-0b000e3250e7,Tour 6N5Đ Hội An ẩm thực,Hội An,6N5Đ,8824000,"Buffet sáng, Bảo hiểm du lịch, Khách sạn 4*, Nước suối mỗi ngày, Spa 30 phút, Vé tham quan, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày, Ảnh kỷ niệm"
6ab7139d-1f78-4df4-8c0f-ca4f4a52466c,Tour 2N1Đ Đà Nẵng văn hoá - lịch sử,Đà Nẵng,2N1Đ,7228000,"Khách sạn 3*, Khách sạn 4*, Miễn phí xe đạp, Spa 30 phút, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày"
e1b62763-5dff-46b6-a3cf-f1edfd555691,Tour 3N2Đ Ninh Bình gia đình,Ninh Bình,3N2Đ,4433000,"1 bữa hải sản, Hướng dẫn viên, Khách sạn 4*, Nước suối mỗi ngày, Spa 30 phút, Xe du lịch, Ăn sáng hàng ngày"
e8dd9c71-b929-44c0-8f13-5d96305d0e62,Tour 6N5Đ Pleiku ẩm thực,Pleiku,6N5Đ,7378000,"Buffet sáng, Bảo hiểm du lịch, Hướng dẫn viên, Khách sạn 3*, Khách sạn 4*, Vé máy bay khứ hồi, Xe đón tiễn sân bay"
bc8a2806-75bf-487b-98a7-2bd0416a6c64,Tour 3N2Đ Hội An văn hoá - lịch sử,Hội An,3N2Đ,4687000,"Hướng dẫn viên, Khách sạn 3*, Khách sạn 4*, Nước suối mỗi ngày, Vé tham quan, Xe du lịch, Xe đưa đón, Ảnh kỷ niệm"
a57c0d11-ff5e-4bc3-81a3-e9a1a33dfece,Tour 5N4Đ Vũng Tàu gia đình,Vũng Tàu,5N4Đ,8494000,"Buffet sáng, Bảo hiểm du lịch, Hướng dẫn viên, Khách sạn 3*, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày"
aa0f2809-1355-417e-8fab-ce848a1ef8d1,Tour 5N4Đ Phan Thiết mạo hiểm,Phan Thiết,5N4Đ,7330000,"1 bữa hải sản, Bảo hiểm du lịch, Hướng dẫn viên, Khách sạn 3*, Miễn phí xe đạp, Xe du lịch, Ăn sáng hàng ngày"
96ee7102-54f6-4e2b-a18f-e0b55660a310,Tour 6N5Đ Đà Nẵng mạo hiểm,Đà Nẵng,6N5Đ,8974000,"Hướng dẫn viên, Khách sạn 3*, Khách sạn 4*, Vé tham quan, Xe du lịch, Xe đưa đón, Ảnh kỷ niệm"
b60a2427-6067-4c3c-86a2-953d7b73c53d,Tour 5N4Đ Phú Quốc văn hoá - lịch sử,Phú Quốc,5N4Đ,7420000,"Bảo hiểm du lịch, Khách sạn 3*, Nước suối mỗi ngày, Vé tham quan, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày, Ảnh kỷ niệm"
1fd5b9a2-da66-4ff1-813a-e133e29ab986,Tour 3N2Đ Yên Bái nghỉ dưỡng,Yên Bái,3N2Đ,4993000,"1 bữa hải sản, Hướng dẫn viên, Khách sạn 4*, Miễn phí xe đạp, Nước suối mỗi ngày, Spa 30 phút, Vé tham quan, Xe du lịch, Xe đưa đón"
83458ffa-acf4-4243-9c08-6aaafd24b746,Tour 2N1Đ Hội An gia đình,Hội An,2N1Đ,5911000,"Khách sạn 4*, Miễn phí xe đạp, Nước suối mỗi ngày, Spa 30 phút, Vé tham quan, Xe du lịch, Ăn sáng hàng ngày"
f90dc41b-6340-4611-b508-f6f0e2d2fe97,Tour 3N2Đ Yên Bái gia đình,Yên Bái,3N2Đ,2245000,"1 bữa hải sản, Bảo hiểm du lịch, Hướng dẫn viên, Miễn phí xe đạp, Nước suối mỗi ngày, Spa 30 phút, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày"
f3dbe372-e4bd-4522-bc04-bb5c1a8ddce9,Tour 6N5Đ Cao Bằng biển đảo,Cao Bằng,6N5Đ,6183000,"1 bữa hải sản, Bảo hiểm du lịch, Kayak/đi thuyền, Khách sạn 4*, Nước suối mỗi ngày, Spa 30 phút, Xe du lịch, Xe đưa đón"
112a7d3e-9029-4507-82b0-c42345ae5a10,Tour 5N4Đ Cần Thơ gia đình,Cần Thơ,5N4Đ,4045000,"Bảo hiểm du lịch, Hướng dẫn viên, Kayak/đi thuyền, Nước suối mỗi ngày, Spa 30 phút, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày, Ảnh kỷ niệm"
e4fa2ab1-8934-4c5b-9208-90a76fb27c77,Tour 2N1Đ Quảng Bình biển đảo,Quảng Bình,2N1Đ,6740000,"Hướng dẫn viên, Kayak/đi thuyền, Khách sạn 3*, Khách sạn 4*, Miễn phí xe đạp, Nước suối mỗi ngày, Vé tham quan, Xe du lịch, Xe đưa đón"
9b21c752-5b6e-4851-bd22-67de87c6b333,Tour 6N5Đ Yên Bái mạo hiểm,Yên Bái,6N5Đ,4662000,"1 bữa hải sản, Bảo hiểm du lịch, Vé tham quan, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày"
5b29c413-c517-4f56-9f02-4db0e8ad9bcb,Tour 2N1Đ Trà Vinh honeymoon,Trà Vinh,2N1Đ,2305000,"1 bữa hải sản, Buffet sáng, Hướng dẫn viên, Khách sạn 3*, Khách sạn 4*, Xe du lịch, Xe đưa đón"
b1fcaa29-3689-4ea5-97c8-247e09afa755,Tour 4N3Đ Yên Bái văn hoá - lịch sử,Yên Bái,4N3Đ,3211000,"Bảo hiểm du lịch, Miễn phí xe đạp, Nước suối mỗi ngày, Spa 30 phút, Vé tham quan, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày, Ảnh kỷ niệm"
6fad5477-f6f5-4b7a-93e9-8143cbd4d0c3,Tour 3N2Đ Trà Vinh nghỉ dưỡng,Trà Vinh,3N2Đ,2240000,"Bảo hiểm du lịch, Hướng dẫn viên, Khách sạn 4*, Spa 30 phút, Vé tham quan, Xe du lịch, Ăn sáng hàng ngày, Ảnh kỷ niệm"
176dc461-6185-42be-aa71-663bb380b34c,Tour 4N3Đ Đà Nẵng ẩm thực,Đà Nẵng,4N3Đ,5095000,"Bảo hiểm du lịch, Khách sạn 3*, Vé máy bay khứ hồi, Vé tham quan, Xe đón tiễn sân bay, Ảnh kỷ niệm"
7917bdfc-e313-4426-8acc-01fc85524318,Tour 6N5Đ Hà Giang biển đảo,Hà Giang,6N5Đ,3879000,"Bảo hiểm du lịch, Hướng dẫn viên, Kayak/đi thuyền, Khách sạn 3*, Khách sạn 4*, Miễn phí xe đạp, Nước suối mỗi ngày, Xe du lịch, Ăn sáng hàng ngày"
e7a269de-04da-46ef-b8ec-b549f0ebf29a,Tour 3N2Đ Kon Tum mạo hiểm,Kon Tum,3N2Đ,4441000,"Bảo hiểm du lịch, Khách sạn 3*, Miễn phí xe đạp, Nước suối mỗi ngày, Vé máy bay khứ hồi, Vé tham quan, Xe đón tiễn sân bay, Ăn sáng hàng ngày"
d72fbee4-0268-49fa-80df-c24249bac244,Tour 5N4Đ Phú Yên văn hoá - lịch sử,Phú Yên,5N4Đ,5808000,"1 bữa hải sản, Bảo hiểm du lịch, Hướng dẫn viên, Khách sạn 4*, Spa 30 phút, Vé máy bay khứ hồi, Vé tham quan, Xe đón tiễn sân bay, Ăn sáng hàng ngày"
d65a9054-4a10-4c1e-a4b3-eee9e5034ce1,Tour 2N1Đ Buôn Ma Thuột núi rừng,Buôn Ma Thuột,2N1Đ,4811000,"Bảo hiểm du lịch, Khách sạn 3*, Nước suối mỗi ngày, Vé máy bay khứ hồi, Vé tham quan, Xe đón tiễn sân bay, Ăn sáng hàng ngày, Ảnh kỷ niệm"
4d6258b9-26fa-4cdf-8fcd-0d3ad297e72e,Tour 4N3Đ Lạng Sơn honeymoon,Lạng Sơn,4N3Đ,5941000,"1 bữa hải sản, Bảo hiểm du lịch, Kayak/đi thuyền, Khách sạn 4*, Nước suối mỗi ngày, Vé tham quan, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày, Ảnh kỷ niệm"
3e0b77e2-b240-40a5-8095-e05f77c50325,Tour 5N4Đ Buôn Ma Thuột nghỉ dưỡng,Buôn Ma Thuột,5N4Đ,5993000,"Khách sạn 4*, Nước suối mỗi ngày, Vé tham quan, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày, Ảnh kỷ niệm"
da69d8c7-331e-48ff-b5ed-24f3d7ef5a2f,Tour 4N3Đ Hà Giang gia đình,Hà Giang,4N3Đ,5156000,"Bảo hiểm du lịch, Hướng dẫn viên, Spa 30 phút, Vé tham quan, Xe du lịch, Xe đưa đón"
5c4a9d65-72ef-46bb-b53f-f0f379e5fd64,Tour 3N2Đ Nam Định núi rừng,Nam Định,3N2Đ,3705000,"1 bữa hải sản, Bảo hiểm du lịch, Hướng dẫn viên, Khách sạn 3*, Khách sạn 4*, Miễn phí xe đạp, Nước suối mỗi ngày, Xe du lịch, Ảnh kỷ niệm"
5f2bddd6-5a38-40e6-9822-a45e38cccff0,Tour 6N5Đ Cao Bằng nghỉ dưỡng,Cao Bằng,6N5Đ,5519000,"1 bữa hải sản, Bảo hiểm du lịch, Khách sạn 3*, Khách sạn 4*, Vé tham quan, Xe du lịch, Ăn sáng hàng ngày"
7b38977c-9332-424d-b1f8-f8904b579cd9,Tour 2N1Đ Hạ Long gia đình,Hạ Long,2N1Đ,2829000,"Bảo hiểm du lịch, Hướng dẫn viên, Miễn phí xe đạp, Nước suối mỗi ngày, Xe du lịch, Ăn sáng hàng ngày, Ảnh kỷ niệm"
40a6294b-ca38-4964-be08-adfc1815572f,Tour 4N3Đ Pleiku văn hoá - lịch sử,Pleiku,4N3Đ,5626000,"1 bữa hải sản, Hướng dẫn viên, Khách sạn 3*, Khách sạn 4*, Miễn phí xe đạp, Vé tham quan, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày"
45bcbfd8-9125-4eb6-9beb-708c7c5e51e0,Tour 6N5Đ Bến Tre biển đảo,Bến Tre,6N5Đ,5366000,"Bảo hiểm du lịch, Hướng dẫn viên, Kayak/đi thuyền, Khách sạn 3*, Nước suối mỗi ngày, Vé tham quan, Xe du lịch, Xe đưa đón"
4eef0196-8d53-41a4-be2f-d0abf6174fad,Tour 5N4Đ Hải Phòng văn hoá - lịch sử,Hải Phòng,5N4Đ,3960000,"1 bữa hải sản, Bảo hiểm du lịch, Hướng dẫn viên, Khách sạn 3*, Vé tham quan, Xe du lịch, Ăn sáng hàng ngày, Ảnh kỷ niệm"
9e4b1a34-ff0a-4aa3-b625-1713873d62aa,Tour 3N2Đ Đà Lạt văn hoá - lịch sử,Đà Lạt,3N2Đ,3261000,"Buffet sáng, Hướng dẫn viên, Khách sạn 3*, Nước suối mỗi ngày, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày"
fd4186b4-7b98-4c03-a96f-4145bb3d761d,Tour 4N3Đ Nam Định ẩm thực,Nam Định,4N3Đ,4691000,"Buffet sáng, Bảo hiểm du lịch, Hướng dẫn viên, Khách sạn 3*, Khách sạn 4*, Miễn phí xe đạp, Nước suối mỗi ngày, Xe du lịch, Xe đưa đón"
2a06388e-21c7-45c0-ade0-cd3cc0be4436,Tour 6N5Đ Đà Lạt honeymoon,Đà Lạt,6N5Đ,5754000,"Hướng dẫn viên, Khách sạn 3*, Miễn phí xe đạp, Nước suối mỗi ngày, Vé tham quan, Xe du lịch, Xe đưa đón"
56a495c3-8dbc-46af-baa7-4c6f49777171,Tour 3N2Đ Yên Bái văn hoá - lịch sử,Yên Bái,3N2Đ,3814000,"Buffet sáng, Bảo hiểm du lịch, Hướng dẫn viên, Khách sạn 3*, Khách sạn 4*, Miễn phí xe đạp, Nước suối mỗi ngày, Vé tham quan, Xe du lịch"
e0a47310-ec99-4b46-9705-28d6dcd6ceae,Tour 6N5Đ Phan Thiết văn hoá - lịch sử,Phan Thiết,6N5Đ,7834000,"1 bữa hải sản, Buffet sáng, Bảo hiểm du lịch, Hướng dẫn viên, Khách sạn 4*, Nước suối mỗi ngày, Spa 30 phút, Xe du lịch, Ăn sáng hàng ngày"
a3545e39-3652-4d84-9abb-f2db8f4116e3,Tour 2N1Đ Nam Định ẩm thực,Nam Định,2N1Đ,2425000,"1 bữa hải sản, Bảo hiểm du lịch, Hướng dẫn viên, Khách sạn 4*, Miễn phí xe đạp, Spa 30 phút, Xe du lịch, Ăn sáng hàng ngày"
dee1a76d-ce73-4058-8b0e-bf03d8480ac5,Tour 2N1Đ Bến Tre nghỉ dưỡng,Bến Tre,2N1Đ,1779000,"1 bữa hải sản, Buffet sáng, Bảo hiểm du lịch, Khách sạn 3*, Khách sạn 4*, Vé tham quan, Xe du lịch"
6c5eb81e-127e-4782-bb59-efb0806c4307,Tour 6N5Đ Phan Thiết honeymoon,Phan Thiết,6N5Đ,6910000,"1 bữa hải sản, Bảo hiểm du lịch, Kayak/đi thuyền, Khách sạn 3*, Vé tham quan, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày"
e7376e6e-4e3c-4996-b8a3-3e0fa2e76af4,Tour 2N1Đ Phú Quốc văn hoá - lịch sử,Phú Quốc,2N1Đ,4087000,"Bảo hiểm du lịch, Kayak/đi thuyền, Khách sạn 3*, Miễn phí xe đạp, Nước suối mỗi ngày, Vé máy bay khứ hồi, Vé tham quan, Xe đón tiễn sân bay"
d5011706-15ea-4712-9e61-4c4b7c51bc7f,Tour 5N4Đ Hà Nội biển đảo,Hà Nội,5N4Đ,4212000,"1 bữa hải sản, Bảo hiểm du lịch, Khách sạn 4*, Nước suối mỗi ngày, Spa 30 phút, Vé tham quan, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày"
80b260c1-eeb9-4e01-995d-3af697fdecb7,Tour 3N2Đ Phú Yên ẩm thực,Phú Yên,3N2Đ,5079000,"Bảo hiểm du lịch, Hướng dẫn viên, Kayak/đi thuyền, Vé máy bay khứ hồi, Vé tham quan, Xe đón tiễn sân bay, Ăn sáng hàng ngày, Ảnh kỷ niệm"
8b5dfb0d-85fd-46b6-a6ad-3891a4c75721,Tour 2N1Đ Côn Đảo núi rừng,Côn Đảo,2N1Đ,4381000,"Buffet sáng, Bảo hiểm du lịch, Khách sạn 4*, Vé máy bay khứ hồi, Vé tham quan, Xe đón tiễn sân bay, Ăn sáng hàng ngày"
a9a0041d-42be-4789-8bc0-914da3870d77,Tour 6N5Đ Bến Tre núi rừng,Bến Tre,6N5Đ,3377000,"Khách sạn 3*, Vé tham quan, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày, Ảnh kỷ niệm"
6272d673-1739-4bc8-8876-c49c12c74897,Tour 6N5Đ Cần Thơ văn hoá - lịch sử,Cần Thơ,6N5Đ,4667000,"1 bữa hải sản, Bảo hiểm du lịch, Miễn phí xe đạp, Nước suối mỗi ngày, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày, Ảnh kỷ niệm"
ae5e1464-c83a-48a7-9954-704ad0607bb5,Tour 6N5Đ Quy Nhơn biển đảo,Quy Nhơn,6N5Đ,6014000,"Nước suối mỗi ngày, Spa 30 phút, Vé máy bay khứ hồi, Vé tham quan, Xe đón tiễn sân bay, Ăn sáng hàng ngày"
677cda83-4c57-4f74-b03e-e9aae30f3efc,Tour 4N3Đ Sóc Trăng nghỉ dưỡng,Sóc Trăng,4N3Đ,2751000,"Buffet sáng, Bảo hiểm du lịch, Hướng dẫn viên, Kayak/đi thuyền, Khách sạn 4*, Nước suối mỗi ngày, Spa 30 phút, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày"
b6b5e75c-8f51-4cc2-be08-e92a0b9ff7ab,Tour 6N5Đ Đà Nẵng ẩm thực,Đà Nẵng,6N5Đ,8265000,"Bảo hiểm du lịch, Khách sạn 3*, Khách sạn 4*, Miễn phí xe đạp, Vé máy bay khứ hồi, Xe đón tiễn sân bay"
853a89c0-bdef-4ec1-87c7-c61614533ba4,Tour 4N3Đ Pleiku núi rừng,Pleiku,4N3Đ,4954000,"1 bữa hải sản, Hướng dẫn viên, Kayak/đi thuyền, Khách sạn 4*, Nước suối mỗi ngày, Spa 30 phút, Vé máy bay khứ hồi, Vé tham quan, Xe đón tiễn sân bay"
